ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
FDX10,6.385,Средняя калорийность,0.123961415,Закуски,33.2874,OUT045,2002,,Локация 2,Супермаркет Тип1,141.1496
FDO46,9.6,Средняя калорийность,0.014270394,Закуски,187.3872,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2647.2208
FDD16,20.5,Низкокалорийный,0.060847634,Замороженные продукты,75.0696,OUT010,1998,,Локация 3,Продуктовый магазин,149.1392
FDZ20,,Низкокалорийный,0,Фрукты и овощи,253.0356,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,11445.102
NCI18,18.35,Низкокалорийный,0.014103354,Товары для дома,225.4746,OUT017,2007,,Локация 2,Супермаркет Тип1,1346.2476
DRI25,19.6,Низкокалорийный,0.033901442,Безалкогольные напитки,56.2614,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,773.6596
FDY44,14.15,Средняя калорийность,0.024454052,Фрукты и овощи,197.211,OUT045,2002,,Локация 2,Супермаркет Тип1,3731.809
FDW38,,Средняя калорийность,0,Молочные продукты,55.9298,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,107.8596
FDY33,,Средняя калорийность,0.096730427,Закуски,159.0262,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,5887.6694
DRH51,17.6,Низкокалорийный,0.097198194,Молочные продукты,89.8856,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,351.5424
FDT32,19,Средняя калорийность,0.066005186,Фрукты и овощи,188.4214,OUT017,2007,,Локация 2,Супермаркет Тип1,2826.321
FDI50,8.42,Средняя калорийность,0.030890618,Консервы,228.7352,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,5954.9152
FDB60,9.3,Низкокалорийный,0.028498354,Выпечка,195.8136,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2332.9632
FDP09,19.75,Низкокалорийный,0.033883448,Закуски,213.2902,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4247.804
FDA20,6.78,Низкокалорийный,0.066565644,Фрукты и овощи,185.324,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3914.904
NCX05,,Низкокалорийный,0.169943195,Здоровье и гигиена,116.2492,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,115.8492
DRF37,17.25,Низкокалорийный,0,Безалкогольные напитки,263.591,OUT045,2002,,Локация 2,Супермаркет Тип1,788.973
FDJ26,15.3,Средняя калорийность,0.084765192,Консервы,215.0218,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1923.4962
FDZ25,15.7,Средняя калорийность,0.027617046,Консервы,168.279,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,4074.696
FDZ58,17.85,Низкокалорийный,0.052166995,Закуски,121.7072,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2817.6656
FDZ50,,Средняя калорийность,0,Молочные продукты,184.2608,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6064.1064
NCG18,15.3,Низкокалорийный,0.038460297,Товары для дома,104.0332,OUT010,1998,,Локация 3,Продуктовый магазин,205.0664
FDZ56,16.25,Низкокалорийный,0.025789175,Фрукты и овощи,166.9474,OUT045,2002,,Локация 2,Супермаркет Тип1,2863.6058
FDH50,15,Средняя калорийность,0.161301097,Консервы,185.1266,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2213.1192
DRO35,13.85,Низкокалорийный,0.034640466,Крепкие напитки,116.1492,OUT045,2002,,Локация 2,Супермаркет Тип1,1274.3412
DRH51,,Низкокалорийный,0,Молочные продукты,89.1856,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2109.2544
FDS19,13.8,Средняя калорийность,0.064307102,Фрукты и овощи,77.3012,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1593.9252
NCM06,7.475,Низкокалорийный,0.076036381,Товары для дома,153.9656,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2625.9152
FDP52,18.7,Средняя калорийность,0.071091591,Замороженные продукты,228.601,OUT017,2007,,Локация 2,Супермаркет Тип1,4823.721
FDK02,12.5,Низкокалорийный,0.187841082,Консервы,119.244,OUT010,1998,,Локация 3,Продуктовый магазин,119.844
FDG59,15.85,Низкокалорийный,0.043234574,Бакалея,38.3164,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,540.6296
FDN20,,Низкокалорийный,0.026055106,Фрукты и овощи,169.5474,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4211.185
FDO57,20.75,Низкокалорийный,0.109153001,Закуски,161.3578,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4492.8184
NCJ30,5.82,Низкокалорийный,0.08062523,Товары для дома,168.379,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1188.453
FDQ31,5.785,Средняя калорийность,0.0901292,Фрукты и овощи,89.8856,OUT010,1998,,Локация 3,Продуктовый магазин,175.7712
FDC05,13.1,Средняя калорийность,0.098938169,Замороженные продукты,195.7768,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4138.6128
FDM08,10.1,Средняя калорийность,0,Фрукты и овощи,225.1088,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3579.3408
NCA41,16.75,Низкокалорийный,0.032580547,Здоровье и гигиена,192.1162,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3848.324
FDK15,,Низкокалорийный,0.097937252,Мясо,98.9042,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4960.21
FDX56,17.1,Средняя калорийность,0,Фрукты и овощи,208.5638,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,5383.6588
FDT21,7.42,Низкокалорийный,0.020391845,Закуски,248.9092,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2241.0828
FDQ46,7.51,Низкокалорийный,0.103813029,Закуски,113.7544,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,671.1264
FDS01,,Низкокалорийный,0.031069203,Консервы,179.6686,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,177.7686
FDW34,,Низкокалорийный,0.062294473,Закуски,242.417,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,486.034
FDX07,19.2,Средняя калорийность,0.022914478,Фрукты и овощи,181.195,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2380.235
FDN13,18.6,Низкокалорийный,0.152058281,Завтрак,99.9358,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,201.0716
NCP02,7.105,Низкокалорийный,0.044991294,Товары для дома,59.2562,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,651.8182
FDT48,4.92,Низкокалорийный,0.046214971,Выпечка,199.8084,OUT017,2007,,Локация 2,Супермаркет Тип1,3968.168
FDZ49,11,Средняя калорийность,0.13312044,Консервы,221.5798,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,4187.2162
NCJ17,7.68,Низкокалорийный,0.255348289,Здоровье и гигиена,84.4224,OUT010,1998,,Локация 3,Продуктовый магазин,170.4448
FDB17,13.15,Низкокалорийный,0.036879539,Замороженные продукты,181.3976,OUT017,2007,,Локация 2,Супермаркет Тип1,3078.6592
FDP48,7.52,Средняя калорийность,0.044202545,Выпечка,182.995,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,4394.28
FDI53,8.895,Средняя калорийность,0.137858955,Замороженные продукты,162.1236,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2577.9776
FDW02,4.805,Средняя калорийность,0.037668051,Молочные продукты,126.7704,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2628.5784
FDL20,,Низкокалорийный,0.224837308,Фрукты и овощи,112.7886,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,222.3772
FDV32,7.785,Низкокалорийный,0.089069748,Фрукты и овощи,62.751,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1707.777
FDG38,8.975,Средняя калорийность,0.053027398,Консервы,86.0224,OUT017,2007,,Локация 2,Супермаркет Тип1,1278.336
NCB31,,Низкокалорийный,0.118099673,Товары для дома,262.891,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,5522.811
FDF52,9.3,Низкокалорийный,0,Замороженные продукты,182.9292,OUT017,2007,,Локация 2,Супермаркет Тип1,4013.4424
FDB15,10.895,Низкокалорийный,0.137023446,Молочные продукты,263.7568,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,7646.0472
FDO48,15,Средняя калорийность,0.026950104,Выпечка,220.9456,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1768.3648
